speech_list,modality,vocal_channel,emotion,emotion_intensity,statement,repetition,actor
../../dataset/ravdess/Actor_21/03-01-07-01-01-01-21.wav,03,01,07,01,01,01,21
../../dataset/ravdess/Actor_21/03-01-05-02-01-01-21.wav,03,01,05,02,01,01,21
../../dataset/ravdess/Actor_21/03-01-06-02-01-02-21.wav,03,01,06,02,01,02,21
../../dataset/ravdess/Actor_21/03-01-06-01-02-02-21.wav,03,01,06,01,02,02,21
../../dataset/ravdess/Actor_21/03-01-05-01-02-01-21.wav,03,01,05,01,02,01,21
../../dataset/ravdess/Actor_21/03-01-02-01-02-01-21.wav,03,01,02,01,02,01,21
../../dataset/ravdess/Actor_21/03-01-01-01-02-02-21.wav,03,01,01,01,02,02,21
../../dataset/ravdess/Actor_21/03-01-02-02-01-01-21.wav,03,01,02,02,01,01,21
../../dataset/ravdess/Actor_21/03-01-03-01-01-02-21.wav,03,01,03,01,01,02,21
../../dataset/ravdess/Actor_21/03-01-03-02-02-02-21.wav,03,01,03,02,02,02,21
../../dataset/ravdess/Actor_19/03-01-01-01-01-02-19.wav,03,01,01,01,01,02,19
../../dataset/ravdess/Actor_19/03-01-02-01-01-01-19.wav,03,01,02,01,01,01,19
../../dataset/ravdess/Actor_19/03-01-02-02-02-01-19.wav,03,01,02,02,02,01,19
../../dataset/ravdess/Actor_19/03-01-03-01-02-02-19.wav,03,01,03,01,02,02,19
../../dataset/ravdess/Actor_19/03-01-03-02-01-02-19.wav,03,01,03,02,01,02,19
../../dataset/ravdess/Actor_19/03-01-04-02-01-02-19.wav,03,01,04,02,01,02,19
../../dataset/ravdess/Actor_19/03-01-07-02-01-01-19.wav,03,01,07,02,01,01,19
../../dataset/ravdess/Actor_19/03-01-07-01-02-01-19.wav,03,01,07,01,02,01,19
../../dataset/ravdess/Actor_19/03-01-04-01-02-02-19.wav,03,01,04,01,02,02,19
../../dataset/ravdess/Actor_19/03-01-06-02-02-02-19.wav,03,01,06,02,02,02,19
../../dataset/ravdess/Actor_19/03-01-05-02-02-01-19.wav,03,01,05,02,02,01,19
../../dataset/ravdess/Actor_19/03-01-05-01-01-01-19.wav,03,01,05,01,01,01,19
../../dataset/ravdess/Actor_19/03-01-06-01-01-02-19.wav,03,01,06,01,01,02,19
../../dataset/ravdess/Actor_19/03-01-08-01-02-01-19.wav,03,01,08,01,02,01,19
../../dataset/ravdess/Actor_19/03-01-08-02-01-01-19.wav,03,01,08,02,01,01,19
../../dataset/ravdess/Actor_19/03-01-07-02-02-02-19.wav,03,01,07,02,02,02,19
../../dataset/ravdess/Actor_19/03-01-04-02-02-01-19.wav,03,01,04,02,02,01,19
../../dataset/ravdess/Actor_19/03-01-04-01-01-01-19.wav,03,01,04,01,01,01,19
../../dataset/ravdess/Actor_19/03-01-07-01-01-02-19.wav,03,01,07,01,01,02,19
../../dataset/ravdess/Actor_19/03-01-05-02-01-02-19.wav,03,01,05,02,01,02,19
../../dataset/ravdess/Actor_19/03-01-06-02-01-01-19.wav,03,01,06,02,01,01,19
../../dataset/ravdess/Actor_19/03-01-06-01-02-01-19.wav,03,01,06,01,02,01,19
../../dataset/ravdess/Actor_19/03-01-05-01-02-02-19.wav,03,01,05,01,02,02,19
../../dataset/ravdess/Actor_19/03-01-08-01-01-02-19.wav,03,01,08,01,01,02,19
../../dataset/ravdess/Actor_19/03-01-08-02-02-02-19.wav,03,01,08,02,02,02,19
../../dataset/ravdess/Actor_19/03-01-02-01-02-02-19.wav,03,01,02,01,02,02,19
../../dataset/ravdess/Actor_19/03-01-01-01-02-01-19.wav,03,01,01,01,02,01,19
../../dataset/ravdess/Actor_19/03-01-02-02-01-02-19.wav,03,01,02,02,01,02,19
../../dataset/ravdess/Actor_19/03-01-03-01-01-01-19.wav,03,01,03,01,01,01,19
../../dataset/ravdess/Actor_19/03-01-03-02-02-01-19.wav,03,01,03,02,02,01,19
../../dataset/ravdess/Actor_19/03-01-06-01-01-01-19.wav,03,01,06,01,01,01,19
../../dataset/ravdess/Actor_19/03-01-05-01-01-02-19.wav,03,01,05,01,01,02,19
../../dataset/ravdess/Actor_19/03-01-05-02-02-02-19.wav,03,01,05,02,02,02,19
../../dataset/ravdess/Actor_19/03-01-06-02-02-01-19.wav,03,01,06,02,02,01,19
../../dataset/ravdess/Actor_19/03-01-04-01-02-01-19.wav,03,01,04,01,02,01,19
../../dataset/ravdess/Actor_19/03-01-07-01-02-02-19.wav,03,01,07,01,02,02,19
../../dataset/ravdess/Actor_19/03-01-07-02-01-02-19.wav,03,01,07,02,01,02,19
../../dataset/ravdess/Actor_19/03-01-04-02-01-01-19.wav,03,01,04,02,01,01,19
../../dataset/ravdess/Actor_19/03-01-08-02-01-02-19.wav,03,01,08,02,01,02,19
../../dataset/ravdess/Actor_19/03-01-08-01-02-02-19.wav,03,01,08,01,02,02,19
../../dataset/ravdess/Actor_19/03-01-03-02-01-01-19.wav,03,01,03,02,01,01,19
../../dataset/ravdess/Actor_19/03-01-03-01-02-01-19.wav,03,01,03,01,02,01,19
../../dataset/ravdess/Actor_19/03-01-02-02-02-02-19.wav,03,01,02,02,02,02,19
../../dataset/ravdess/Actor_19/03-01-02-01-01-02-19.wav,03,01,02,01,01,02,19
../../dataset/ravdess/Actor_19/03-01-01-01-01-01-19.wav,03,01,01,01,01,01,19
../../dataset/ravdess/Actor_19/03-01-03-02-02-02-19.wav,03,01,03,02,02,02,19
../../dataset/ravdess/Actor_19/03-01-03-01-01-02-19.wav,03,01,03,01,01,02,19
../../dataset/ravdess/Actor_19/03-01-02-02-01-01-19.wav,03,01,02,02,01,01,19
../../dataset/ravdess/Actor_19/03-01-01-01-02-02-19.wav,03,01,01,01,02,02,19
../../dataset/ravdess/Actor_19/03-01-02-01-02-01-19.wav,03,01,02,01,02,01,19
../../dataset/ravdess/Actor_19/03-01-05-01-02-01-19.wav,03,01,05,01,02,01,19
../../dataset/ravdess/Actor_19/03-01-06-01-02-02-19.wav,03,01,06,01,02,02,19
../../dataset/ravdess/Actor_19/03-01-06-02-01-02-19.wav,03,01,06,02,01,02,19
../../dataset/ravdess/Actor_19/03-01-05-02-01-01-19.wav,03,01,05,02,01,01,19
../../dataset/ravdess/Actor_19/03-01-07-01-01-01-19.wav,03,01,07,01,01,01,19
../../dataset/ravdess/Actor_19/03-01-04-01-01-02-19.wav,03,01,04,01,01,02,19
../../dataset/ravdess/Actor_19/03-01-04-02-02-02-19.wav,03,01,04,02,02,02,19
../../dataset/ravdess/Actor_19/03-01-07-02-02-01-19.wav,03,01,07,02,02,01,19
../../dataset/ravdess/Actor_19/03-01-08-02-02-01-19.wav,03,01,08,02,02,01,19
../../dataset/ravdess/Actor_19/03-01-08-01-01-01-19.wav,03,01,08,01,01,01,19
../../dataset/ravdess/Actor_10/03-01-03-02-02-02-10.wav,03,01,03,02,02,02,10
../../dataset/ravdess/Actor_10/03-01-03-01-01-02-10.wav,03,01,03,01,01,02,10
../../dataset/ravdess/Actor_10/03-01-02-02-01-01-10.wav,03,01,02,02,01,01,10
../../dataset/ravdess/Actor_10/03-01-02-01-02-01-10.wav,03,01,02,01,02,01,10
../../dataset/ravdess/Actor_10/03-01-01-01-02-02-10.wav,03,01,01,01,02,02,10
../../dataset/ravdess/Actor_10/03-01-06-01-02-02-10.wav,03,01,06,01,02,02,10
../../dataset/ravdess/Actor_10/03-01-05-01-02-01-10.wav,03,01,05,01,02,01,10
../../dataset/ravdess/Actor_10/03-01-05-02-01-01-10.wav,03,01,05,02,01,01,10
../../dataset/ravdess/Actor_10/03-01-06-02-01-02-10.wav,03,01,06,02,01,02,10
../../dataset/ravdess/Actor_10/03-01-04-01-01-02-10.wav,03,01,04,01,01,02,10
../../dataset/ravdess/Actor_10/03-01-07-01-01-01-10.wav,03,01,07,01,01,01,10
../../dataset/ravdess/Actor_10/03-01-07-02-02-01-10.wav,03,01,07,02,02,01,10
../../dataset/ravdess/Actor_10/03-01-04-02-02-02-10.wav,03,01,04,02,02,02,10
../../dataset/ravdess/Actor_10/03-01-08-02-02-01-10.wav,03,01,08,02,02,01,10
../../dataset/ravdess/Actor_10/03-01-08-01-01-01-10.wav,03,01,08,01,01,01,10
../../dataset/ravdess/Actor_10/03-01-05-01-01-02-10.wav,03,01,05,01,01,02,10
../../dataset/ravdess/Actor_10/03-01-06-01-01-01-10.wav,03,01,06,01,01,01,10
../../dataset/ravdess/Actor_10/03-01-06-02-02-01-10.wav,03,01,06,02,02,01,10
../../dataset/ravdess/Actor_10/03-01-05-02-02-02-10.wav,03,01,05,02,02,02,10
../../dataset/ravdess/Actor_10/03-01-07-01-02-02-10.wav,03,01,07,01,02,02,10
../../dataset/ravdess/Actor_10/03-01-04-01-02-01-10.wav,03,01,04,01,02,01,10
../../dataset/ravdess/Actor_10/03-01-04-02-01-01-10.wav,03,01,04,02,01,01,10
../../dataset/ravdess/Actor_10/03-01-07-02-01-02-10.wav,03,01,07,02,01,02,10
../../dataset/ravdess/Actor_10/03-01-08-02-01-02-10.wav,03,01,08,02,01,02,10
../../dataset/ravdess/Actor_10/03-01-08-01-02-02-10.wav,03,01,08,01,02,02,10
../../dataset/ravdess/Actor_10/03-01-03-02-01-01-10.wav,03,01,03,02,01,01,10
../../dataset/ravdess/Actor_10/03-01-03-01-02-01-10.wav,03,01,03,01,02,01,10
../../dataset/ravdess/Actor_10/03-01-02-02-02-02-10.wav,03,01,02,02,02,02,10
../../dataset/ravdess/Actor_10/03-01-01-01-01-01-10.wav,03,01,01,01,01,01,10
../../dataset/ravdess/Actor_10/03-01-02-01-01-02-10.wav,03,01,02,01,01,02,10
../../dataset/ravdess/Actor_10/03-01-04-02-02-01-10.wav,03,01,04,02,02,01,10
../../dataset/ravdess/Actor_10/03-01-07-02-02-02-10.wav,03,01,07,02,02,02,10
../../dataset/ravdess/Actor_10/03-01-07-01-01-02-10.wav,03,01,07,01,01,02,10
../../dataset/ravdess/Actor_10/03-01-04-01-01-01-10.wav,03,01,04,01,01,01,10
../../dataset/ravdess/Actor_10/03-01-06-02-01-01-10.wav,03,01,06,02,01,01,10
../../dataset/ravdess/Actor_10/03-01-05-02-01-02-10.wav,03,01,05,02,01,02,10
../../dataset/ravdess/Actor_10/03-01-05-01-02-02-10.wav,03,01,05,01,02,02,10
../../dataset/ravdess/Actor_10/03-01-06-01-02-01-10.wav,03,01,06,01,02,01,10
../../dataset/ravdess/Actor_10/03-01-08-01-01-02-10.wav,03,01,08,01,01,02,10
../../dataset/ravdess/Actor_10/03-01-08-02-02-02-10.wav,03,01,08,02,02,02,10
../../dataset/ravdess/Actor_10/03-01-01-01-02-01-10.wav,03,01,01,01,02,01,10
../../dataset/ravdess/Actor_10/03-01-02-01-02-02-10.wav,03,01,02,01,02,02,10
../../dataset/ravdess/Actor_10/03-01-02-02-01-02-10.wav,03,01,02,02,01,02,10
../../dataset/ravdess/Actor_10/03-01-03-01-01-01-10.wav,03,01,03,01,01,01,10
../../dataset/ravdess/Actor_10/03-01-03-02-02-01-10.wav,03,01,03,02,02,01,10
../../dataset/ravdess/Actor_10/03-01-02-01-01-01-10.wav,03,01,02,01,01,01,10
../../dataset/ravdess/Actor_10/03-01-01-01-01-02-10.wav,03,01,01,01,01,02,10
../../dataset/ravdess/Actor_10/03-01-02-02-02-01-10.wav,03,01,02,02,02,01,10
../../dataset/ravdess/Actor_10/03-01-03-01-02-02-10.wav,03,01,03,01,02,02,10
../../dataset/ravdess/Actor_10/03-01-03-02-01-02-10.wav,03,01,03,02,01,02,10
../../dataset/ravdess/Actor_10/03-01-07-02-01-01-10.wav,03,01,07,02,01,01,10
../../dataset/ravdess/Actor_10/03-01-04-02-01-02-10.wav,03,01,04,02,01,02,10
../../dataset/ravdess/Actor_10/03-01-04-01-02-02-10.wav,03,01,04,01,02,02,10
../../dataset/ravdess/Actor_10/03-01-07-01-02-01-10.wav,03,01,07,01,02,01,10
../../dataset/ravdess/Actor_10/03-01-05-02-02-01-10.wav,03,01,05,02,02,01,10
../../dataset/ravdess/Actor_10/03-01-06-02-02-02-10.wav,03,01,06,02,02,02,10
../../dataset/ravdess/Actor_10/03-01-06-01-01-02-10.wav,03,01,06,01,01,02,10
../../dataset/ravdess/Actor_10/03-01-05-01-01-01-10.wav,03,01,05,01,01,01,10
../../dataset/ravdess/Actor_10/03-01-08-01-02-01-10.wav,03,01,08,01,02,01,10
../../dataset/ravdess/Actor_10/03-01-08-02-01-01-10.wav,03,01,08,02,01,01,10
../../dataset/ravdess/Actor_17/03-01-07-02-02-01-17.wav,03,01,07,02,02,01,17
../../dataset/ravdess/Actor_17/03-01-04-02-02-02-17.wav,03,01,04,02,02,02,17
../../dataset/ravdess/Actor_17/03-01-04-01-01-02-17.wav,03,01,04,01,01,02,17
../../dataset/ravdess/Actor_17/03-01-07-01-01-01-17.wav,03,01,07,01,01,01,17
../../dataset/ravdess/Actor_17/03-01-05-02-01-01-17.wav,03,01,05,02,01,01,17
../../dataset/ravdess/Actor_17/03-01-06-02-01-02-17.wav,03,01,06,02,01,02,17
../../dataset/ravdess/Actor_17/03-01-06-01-02-02-17.wav,03,01,06,01,02,02,17
../../dataset/ravdess/Actor_17/03-01-05-01-02-01-17.wav,03,01,05,01,02,01,17
../../dataset/ravdess/Actor_17/03-01-08-01-01-01-17.wav,03,01,08,01,01,01,17
../../dataset/ravdess/Actor_17/03-01-08-02-02-01-17.wav,03,01,08,02,02,01,17
../../dataset/ravdess/Actor_17/03-01-02-01-02-01-17.wav,03,01,02,01,02,01,17
../../dataset/ravdess/Actor_17/03-01-01-01-02-02-17.wav,03,01,01,01,02,02,17
../../dataset/ravdess/Actor_17/03-01-02-02-01-01-17.wav,03,01,02,02,01,01,17
../../dataset/ravdess/Actor_17/03-01-03-01-01-02-17.wav,03,01,03,01,01,02,17
../../dataset/ravdess/Actor_17/03-01-03-02-02-02-17.wav,03,01,03,02,02,02,17
../../dataset/ravdess/Actor_17/03-01-01-01-01-01-17.wav,03,01,01,01,01,01,17
../../dataset/ravdess/Actor_17/03-01-02-01-01-02-17.wav,03,01,02,01,01,02,17
../../dataset/ravdess/Actor_17/03-01-02-02-02-02-17.wav,03,01,02,02,02,02,17
../../dataset/ravdess/Actor_17/03-01-03-01-02-01-17.wav,03,01,03,01,02,01,17
../../dataset/ravdess/Actor_17/03-01-03-02-01-01-17.wav,03,01,03,02,01,01,17
../../dataset/ravdess/Actor_17/03-01-04-02-01-01-17.wav,03,01,04,02,01,01,17
../../dataset/ravdess/Actor_17/03-01-07-02-01-02-17.wav,03,01,07,02,01,02,17
../../dataset/ravdess/Actor_17/03-01-07-01-02-02-17.wav,03,01,07,01,02,02,17
../../dataset/ravdess/Actor_17/03-01-04-01-02-01-17.wav,03,01,04,01,02,01,17
../../dataset/ravdess/Actor_17/03-01-06-02-02-01-17.wav,03,01,06,02,02,01,17
../../dataset/ravdess/Actor_17/03-01-05-02-02-02-17.wav,03,01,05,02,02,02,17
../../dataset/ravdess/Actor_17/03-01-05-01-01-02-17.wav,03,01,05,01,01,02,17
../../dataset/ravdess/Actor_17/03-01-06-01-01-01-17.wav,03,01,06,01,01,01,17
../../dataset/ravdess/Actor_17/03-01-08-01-02-02-17.wav,03,01,08,01,02,02,17
../../dataset/ravdess/Actor_17/03-01-08-02-01-02-17.wav,03,01,08,02,01,02,17
../../dataset/ravdess/Actor_17/03-01-03-02-02-01-17.wav,03,01,03,02,02,01,17
../../dataset/ravdess/Actor_17/03-01-03-01-01-01-17.wav,03,01,03,01,01,01,17
../../dataset/ravdess/Actor_17/03-01-02-02-01-02-17.wav,03,01,02,02,01,02,17
../../dataset/ravdess/Actor_17/03-01-01-01-02-01-17.wav,03,01,01,01,02,01,17
../../dataset/ravdess/Actor_17/03-01-02-01-02-02-17.wav,03,01,02,01,02,02,17
../../dataset/ravdess/Actor_17/03-01-05-01-02-02-17.wav,03,01,05,01,02,02,17
../../dataset/ravdess/Actor_17/03-01-06-01-02-01-17.wav,03,01,06,01,02,01,17
../../dataset/ravdess/Actor_17/03-01-06-02-01-01-17.wav,03,01,06,02,01,01,17
../../dataset/ravdess/Actor_17/03-01-05-02-01-02-17.wav,03,01,05,02,01,02,17
../../dataset/ravdess/Actor_17/03-01-07-01-01-02-17.wav,03,01,07,01,01,02,17
../../dataset/ravdess/Actor_17/03-01-04-01-01-01-17.wav,03,01,04,01,01,01,17
../../dataset/ravdess/Actor_17/03-01-04-02-02-01-17.wav,03,01,04,02,02,01,17
../../dataset/ravdess/Actor_17/03-01-07-02-02-02-17.wav,03,01,07,02,02,02,17
../../dataset/ravdess/Actor_17/03-01-08-02-02-02-17.wav,03,01,08,02,02,02,17
../../dataset/ravdess/Actor_17/03-01-08-01-01-02-17.wav,03,01,08,01,01,02,17
../../dataset/ravdess/Actor_17/03-01-06-01-01-02-17.wav,03,01,06,01,01,02,17
../../dataset/ravdess/Actor_17/03-01-05-01-01-01-17.wav,03,01,05,01,01,01,17
../../dataset/ravdess/Actor_17/03-01-05-02-02-01-17.wav,03,01,05,02,02,01,17
../../dataset/ravdess/Actor_17/03-01-06-02-02-02-17.wav,03,01,06,02,02,02,17
../../dataset/ravdess/Actor_17/03-01-04-01-02-02-17.wav,03,01,04,01,02,02,17
../../dataset/ravdess/Actor_17/03-01-07-01-02-01-17.wav,03,01,07,01,02,01,17
../../dataset/ravdess/Actor_17/03-01-07-02-01-01-17.wav,03,01,07,02,01,01,17
../../dataset/ravdess/Actor_17/03-01-04-02-01-02-17.wav,03,01,04,02,01,02,17
../../dataset/ravdess/Actor_17/03-01-08-02-01-01-17.wav,03,01,08,02,01,01,17
../../dataset/ravdess/Actor_17/03-01-08-01-02-01-17.wav,03,01,08,01,02,01,17
../../dataset/ravdess/Actor_17/03-01-03-02-01-02-17.wav,03,01,03,02,01,02,17
../../dataset/ravdess/Actor_17/03-01-03-01-02-02-17.wav,03,01,03,01,02,02,17
../../dataset/ravdess/Actor_17/03-01-02-02-02-01-17.wav,03,01,02,02,02,01,17
../../dataset/ravdess/Actor_17/03-01-02-01-01-01-17.wav,03,01,02,01,01,01,17
../../dataset/ravdess/Actor_17/03-01-01-01-01-02-17.wav,03,01,01,01,01,02,17
../../dataset/ravdess/Actor_04/03-01-03-02-02-02-04.wav,03,01,03,02,02,02,04
../../dataset/ravdess/Actor_04/03-01-03-01-01-02-04.wav,03,01,03,01,01,02,04
../../dataset/ravdess/Actor_04/03-01-02-02-01-01-04.wav,03,01,02,02,01,01,04
../../dataset/ravdess/Actor_04/03-01-01-01-02-02-04.wav,03,01,01,01,02,02,04
../../dataset/ravdess/Actor_04/03-01-02-01-02-01-04.wav,03,01,02,01,02,01,04
../../dataset/ravdess/Actor_04/03-01-05-01-02-01-04.wav,03,01,05,01,02,01,04
../../dataset/ravdess/Actor_04/03-01-06-01-02-02-04.wav,03,01,06,01,02,02,04
../../dataset/ravdess/Actor_04/03-01-06-02-01-02-04.wav,03,01,06,02,01,02,04
../../dataset/ravdess/Actor_04/03-01-05-02-01-01-04.wav,03,01,05,02,01,01,04
../../dataset/ravdess/Actor_04/03-01-07-01-01-01-04.wav,03,01,07,01,01,01,04
../../dataset/ravdess/Actor_04/03-01-04-01-01-02-04.wav,03,01,04,01,01,02,04
../../dataset/ravdess/Actor_04/03-01-04-02-02-02-04.wav,03,01,04,02,02,02,04
../../dataset/ravdess/Actor_04/03-01-07-02-02-01-04.wav,03,01,07,02,02,01,04
../../dataset/ravdess/Actor_04/03-01-08-02-02-01-04.wav,03,01,08,02,02,01,04
../../dataset/ravdess/Actor_04/03-01-08-01-01-01-04.wav,03,01,08,01,01,01,04
../../dataset/ravdess/Actor_04/03-01-06-01-01-01-04.wav,03,01,06,01,01,01,04
../../dataset/ravdess/Actor_04/03-01-05-01-01-02-04.wav,03,01,05,01,01,02,04
../../dataset/ravdess/Actor_04/03-01-05-02-02-02-04.wav,03,01,05,02,02,02,04
../../dataset/ravdess/Actor_04/03-01-06-02-02-01-04.wav,03,01,06,02,02,01,04
../../dataset/ravdess/Actor_04/03-01-04-01-02-01-04.wav,03,01,04,01,02,01,04
../../dataset/ravdess/Actor_04/03-01-07-01-02-02-04.wav,03,01,07,01,02,02,04
../../dataset/ravdess/Actor_04/03-01-07-02-01-02-04.wav,03,01,07,02,01,02,04
../../dataset/ravdess/Actor_04/03-01-04-02-01-01-04.wav,03,01,04,02,01,01,04
../../dataset/ravdess/Actor_04/03-01-08-02-01-02-04.wav,03,01,08,02,01,02,04
../../dataset/ravdess/Actor_04/03-01-08-01-02-02-04.wav,03,01,08,01,02,02,04
../../dataset/ravdess/Actor_04/03-01-03-02-01-01-04.wav,03,01,03,02,01,01,04
../../dataset/ravdess/Actor_04/03-01-03-01-02-01-04.wav,03,01,03,01,02,01,04
../../dataset/ravdess/Actor_04/03-01-02-02-02-02-04.wav,03,01,02,02,02,02,04
../../dataset/ravdess/Actor_04/03-01-02-01-01-02-04.wav,03,01,02,01,01,02,04
../../dataset/ravdess/Actor_04/03-01-01-01-01-01-04.wav,03,01,01,01,01,01,04
../../dataset/ravdess/Actor_04/03-01-07-02-02-02-04.wav,03,01,07,02,02,02,04
../../dataset/ravdess/Actor_04/03-01-04-02-02-01-04.wav,03,01,04,02,02,01,04
../../dataset/ravdess/Actor_04/03-01-04-01-01-01-04.wav,03,01,04,01,01,01,04
../../dataset/ravdess/Actor_04/03-01-07-01-01-02-04.wav,03,01,07,01,01,02,04
../../dataset/ravdess/Actor_04/03-01-05-02-01-02-04.wav,03,01,05,02,01,02,04
../../dataset/ravdess/Actor_04/03-01-06-02-01-01-04.wav,03,01,06,02,01,01,04
../../dataset/ravdess/Actor_04/03-01-06-01-02-01-04.wav,03,01,06,01,02,01,04
../../dataset/ravdess/Actor_04/03-01-05-01-02-02-04.wav,03,01,05,01,02,02,04
../../dataset/ravdess/Actor_04/03-01-08-01-01-02-04.wav,03,01,08,01,01,02,04
../../dataset/ravdess/Actor_04/03-01-08-02-02-02-04.wav,03,01,08,02,02,02,04
../../dataset/ravdess/Actor_04/03-01-02-01-02-02-04.wav,03,01,02,01,02,02,04
../../dataset/ravdess/Actor_04/03-01-01-01-02-01-04.wav,03,01,01,01,02,01,04
../../dataset/ravdess/Actor_04/03-01-02-02-01-02-04.wav,03,01,02,02,01,02,04
../../dataset/ravdess/Actor_04/03-01-03-01-01-01-04.wav,03,01,03,01,01,01,04
../../dataset/ravdess/Actor_04/03-01-03-02-02-01-04.wav,03,01,03,02,02,01,04
../../dataset/ravdess/Actor_04/03-01-01-01-01-02-04.wav,03,01,01,01,01,02,04
../../dataset/ravdess/Actor_04/03-01-02-01-01-01-04.wav,03,01,02,01,01,01,04
../../dataset/ravdess/Actor_04/03-01-02-02-02-01-04.wav,03,01,02,02,02,01,04
../../dataset/ravdess/Actor_04/03-01-03-01-02-02-04.wav,03,01,03,01,02,02,04
../../dataset/ravdess/Actor_04/03-01-03-02-01-02-04.wav,03,01,03,02,01,02,04
../../dataset/ravdess/Actor_04/03-01-04-02-01-02-04.wav,03,01,04,02,01,02,04
../../dataset/ravdess/Actor_04/03-01-07-02-01-01-04.wav,03,01,07,02,01,01,04
../../dataset/ravdess/Actor_04/03-01-07-01-02-01-04.wav,03,01,07,01,02,01,04
../../dataset/ravdess/Actor_04/03-01-04-01-02-02-04.wav,03,01,04,01,02,02,04
../../dataset/ravdess/Actor_04/03-01-06-02-02-02-04.wav,03,01,06,02,02,02,04
../../dataset/ravdess/Actor_04/03-01-05-02-02-01-04.wav,03,01,05,02,02,01,04
../../dataset/ravdess/Actor_04/03-01-05-01-01-01-04.wav,03,01,05,01,01,01,04
../../dataset/ravdess/Actor_04/03-01-06-01-01-02-04.wav,03,01,06,01,01,02,04
../../dataset/ravdess/Actor_04/03-01-08-01-02-01-04.wav,03,01,08,01,02,01,04
../../dataset/ravdess/Actor_04/03-01-08-02-01-01-04.wav,03,01,08,02,01,01,04
../../dataset/ravdess/Actor_03/03-01-04-02-02-02-03.wav,03,01,04,02,02,02,03
../../dataset/ravdess/Actor_03/03-01-07-02-02-01-03.wav,03,01,07,02,02,01,03
../../dataset/ravdess/Actor_03/03-01-07-01-01-01-03.wav,03,01,07,01,01,01,03
../../dataset/ravdess/Actor_03/03-01-04-01-01-02-03.wav,03,01,04,01,01,02,03
../../dataset/ravdess/Actor_03/03-01-06-02-01-02-03.wav,03,01,06,02,01,02,03
../../dataset/ravdess/Actor_03/03-01-05-02-01-01-03.wav,03,01,05,02,01,01,03
../../dataset/ravdess/Actor_03/03-01-05-01-02-01-03.wav,03,01,05,01,02,01,03
../../dataset/ravdess/Actor_03/03-01-06-01-02-02-03.wav,03,01,06,01,02,02,03
../../dataset/ravdess/Actor_03/03-01-08-01-01-01-03.wav,03,01,08,01,01,01,03
../../dataset/ravdess/Actor_03/03-01-08-02-02-01-03.wav,03,01,08,02,02,01,03
../../dataset/ravdess/Actor_03/03-01-01-01-02-02-03.wav,03,01,01,01,02,02,03
../../dataset/ravdess/Actor_03/03-01-02-01-02-01-03.wav,03,01,02,01,02,01,03
../../dataset/ravdess/Actor_03/03-01-02-02-01-01-03.wav,03,01,02,02,01,01,03
../../dataset/ravdess/Actor_03/03-01-03-01-01-02-03.wav,03,01,03,01,01,02,03
../../dataset/ravdess/Actor_03/03-01-03-02-02-02-03.wav,03,01,03,02,02,02,03
../../dataset/ravdess/Actor_03/03-01-02-01-01-02-03.wav,03,01,02,01,01,02,03
../../dataset/ravdess/Actor_03/03-01-01-01-01-01-03.wav,03,01,01,01,01,01,03
../../dataset/ravdess/Actor_03/03-01-02-02-02-02-03.wav,03,01,02,02,02,02,03
../../dataset/ravdess/Actor_03/03-01-03-01-02-01-03.wav,03,01,03,01,02,01,03
../../dataset/ravdess/Actor_03/03-01-03-02-01-01-03.wav,03,01,03,02,01,01,03
../../dataset/ravdess/Actor_03/03-01-07-02-01-02-03.wav,03,01,07,02,01,02,03
../../dataset/ravdess/Actor_03/03-01-04-02-01-01-03.wav,03,01,04,02,01,01,03
../../dataset/ravdess/Actor_03/03-01-04-01-02-01-03.wav,03,01,04,01,02,01,03
../../dataset/ravdess/Actor_03/03-01-07-01-02-02-03.wav,03,01,07,01,02,02,03
../../dataset/ravdess/Actor_03/03-01-05-02-02-02-03.wav,03,01,05,02,02,02,03
../../dataset/ravdess/Actor_03/03-01-06-02-02-01-03.wav,03,01,06,02,02,01,03
../../dataset/ravdess/Actor_03/03-01-06-01-01-01-03.wav,03,01,06,01,01,01,03
../../dataset/ravdess/Actor_03/03-01-05-01-01-02-03.wav,03,01,05,01,01,02,03
../../dataset/ravdess/Actor_03/03-01-08-01-02-02-03.wav,03,01,08,01,02,02,03
../../dataset/ravdess/Actor_03/03-01-08-02-01-02-03.wav,03,01,08,02,01,02,03
../../dataset/ravdess/Actor_03/03-01-03-02-02-01-03.wav,03,01,03,02,02,01,03
../../dataset/ravdess/Actor_03/03-01-03-01-01-01-03.wav,03,01,03,01,01,01,03
../../dataset/ravdess/Actor_03/03-01-02-02-01-02-03.wav,03,01,02,02,01,02,03
../../dataset/ravdess/Actor_03/03-01-02-01-02-02-03.wav,03,01,02,01,02,02,03
../../dataset/ravdess/Actor_03/03-01-01-01-02-01-03.wav,03,01,01,01,02,01,03
../../dataset/ravdess/Actor_03/03-01-06-01-02-01-03.wav,03,01,06,01,02,01,03
../../dataset/ravdess/Actor_03/03-01-05-01-02-02-03.wav,03,01,05,01,02,02,03
../../dataset/ravdess/Actor_03/03-01-05-02-01-02-03.wav,03,01,05,02,01,02,03
../../dataset/ravdess/Actor_03/03-01-06-02-01-01-03.wav,03,01,06,02,01,01,03
../../dataset/ravdess/Actor_03/03-01-04-01-01-01-03.wav,03,01,04,01,01,01,03
